TIME,GEO,MEAT,MEATITEM,UNIT,Value,Flag and Footnotes
1998M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,97.74,
1998M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),330.42,
1998M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,312.62,
1998M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,362.56",
1998M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.17,
1998M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),151.42,
1998M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,35.6,
1998M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),119.8,
1998M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18,
1998M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),254.5,
1998M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.1,
1998M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),411.9,
1998M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,107.12,
1998M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),360.22,
1998M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,320.51,
1998M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,463.92",
1998M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.72,
1998M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),129.68,
1998M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,33.7,
1998M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),113.1,
1998M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.1,
1998M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),272.8,
1998M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.6,
1998M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),436.8,
1998M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,107.35,
1998M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),358.26,
1998M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,307.92,
1998M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,353.22",
1998M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.42,
1998M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),120.8,
1998M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,43.4,
1998M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),143.4,
1998M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,20.7,
1998M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),296.1,
1998M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,9.6,
1998M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),488.7,
1998M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,102.97,
1998M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),346.96,
1998M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,307.17,
1998M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,330.74",
1998M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.49,
1998M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),122.41,
1998M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.3,
1998M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),144.2,
1998M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.9,
1998M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),283.8,
1998M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.6,
1998M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),431.6,
1998M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,119.64,
1998M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),401.56,
1998M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,327.28,
1998M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,543.65",
1998M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.15,
1998M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),153.06,
1998M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,46.9,
1998M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),152.7,
1998M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,22.8,
1998M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),322.1,
1998M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.8,
1998M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),387.5,
1998M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,124.1,
1998M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),424.26,
1998M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,348.83,
1998M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,751.22",
1998M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.2,
1998M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),206,
1998M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,52.9,
1998M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),171.3,
1998M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,21.7,
1998M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),298.4,
1998M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.5,
1998M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),373.3,
1998M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,125.01,
1998M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),423.26,
1998M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,366.34,
1998M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,936.83",
1998M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.2,
1998M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),243.14,
1998M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,65.6,
1998M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),208,
1998M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,23.1,
1998M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),317.3,
1998M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8,
1998M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),380.9,
1998M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,120.78,
1998M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),403.66,
1998M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,327.92,
1998M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,548.04",
1998M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.67,
1998M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),229.03,
1998M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,47.4,
1998M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),155.9,
1998M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,20.3,
1998M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),281.6,
1998M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.5,
1998M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),371.1,
1998M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,111.48,
1999M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),367.39,
1999M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,348.34,
1999M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,722.41",
1999M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.7,
1999M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),131.06,
1999M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1999M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,58.5,
1999M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),189.8,
1999M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,21.6,
1999M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),296.1,
1999M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.3,
1999M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),264.8,
1999M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1999M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,99.78,
1999M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),330.05,
1999M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,318,
1999M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,442.02",
1999M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.31,
1999M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),113.06,
1999M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1999M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,54.4,
1999M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),179.9,
1999M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,21.2,
1999M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),295.8,
1999M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.5,
1999M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),224.9,
1999M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1999M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,134.31,
1999M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),445.72,
1999M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,364.03,
1999M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,950.50",
1999M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.84,
1999M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),244.48,
1999M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1999M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,58.3,
1999M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),198.5,
1999M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,23,
1999M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),319.2,
1999M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.8,
1999M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),289.9,
1999M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1999M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,110.46,
1999M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),365.06,
1999M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,333.9,
1999M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,617.13",
1999M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.84,
1999M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),318.35,
1999M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1999M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,49.1,
1999M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),165.4,
1999M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,20.5,
1999M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),292.8,
1999M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
1999M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),347.5,
1999M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1999M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,103.01,
1999M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),341.81,
1999M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,335.37,
1999M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,642.85",
1999M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.15,
1999M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),151.57,
1999M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1999M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1999M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,45.9,
